id,year,name,date,position,game_id,posteam,ATT,COMP,FUM,HIT,INT,LONG,LST,PAT_Attempt,PAT_Made,PAT_percent,RATT,REC,RECTD,RECYDS,RTD,RYDS,SACK,TD,TGTS,YDS,attempt,long,longest,med,percent,short
00-0025418,2016,G.Olsen,20160908,WR,2016090800,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,5.0,1075.0,0.0,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025418,2017,G.Olsen,20170910,WR,2017091011,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,191.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025418,2018,G.Olsen,20180909,WR,2018090910,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,291.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025419,2010,A.Gonzalez,20100912,WR,2010091203,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,67.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025419,2011,A.Gonzalez,20111009,RB,2011100902,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025423,2009,K.Kolb,20090913,QB,2009091302,PHI,96.0,62.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,6.0,4.0,5.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025423,2010,K.Kolb,20100912,QB,2010091210,PHI,188.0,115.0,2.0,19.0,6.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,73.0,15.0,9.0,0.0,1197.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025423,2011,K.Kolb,20110911,QB,2011091109,ARI,249.0,146.0,1.0,36.0,7.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,68.0,30.0,9.0,0.0,1955.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025423,2012,K.Kolb,20120909,QB,2012090910,ARI,183.0,109.0,1.0,33.0,3.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,106.0,26.0,8.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025424,2011,E.Weddle,20111211,RB,2011121112,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025424,2012,E.Weddle,20121209,RB,2012120902,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025424,2013,E.Weddle,20131110,RB,2013111010,SD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025424,2014,E.Weddle,20141012,RB,2014101209,SD,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2009,Z.Miller,20090914,WR,2009091401,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,805.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2010,Z.Miller,20100912,WR,2010091205,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,5.0,685.0,0.0,0.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2011,Z.Miller,20110911,WR,2011091110,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,233.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2012,Z.Miller,20120909,WR,2012090910,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,3.0,396.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2013,Z.Miller,20130908,WR,2013090801,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,387.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025425,2014,Z.Miller,20140904,WR,2014090400,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,76.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025427,2011,J.Beck,20111016,QB,2011101603,WAS,130.0,80.0,1.0,25.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,44.0,14.0,2.0,0.0,860.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2009,D.Stanton,20091018,QB,2009101801,DET,51.0,26.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,34.0,5.0,0.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2010,D.Stanton,20101010,RB,2010101004,DET,118.0,69.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,116.0,6.0,4.0,0.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2014,D.Stanton,20140914,QB,2014091405,ARI,240.0,132.0,0.0,46.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,78.0,11.0,7.0,0.0,1713.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2015,D.Stanton,20151011,QB,2015101108,ARI,24.0,11.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2016,D.Stanton,20160918,QB,2016091808,ARI,48.0,19.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025430,2017,D.Stanton,20171022,QB,2017102205,ARI,158.0,79.0,0.0,29.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,7.0,6.0,0.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025431,2009,S.Rice,20090913,WR,2009091304,MIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,8.0,1312.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025431,2010,S.Rice,20101121,WR,2010112106,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2.0,280.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025431,2011,S.Rice,20110925,WR,2011092512,SEA,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,2.0,484.0,0.0,3.0,0.0,0.0,57.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025431,2012,S.Rice,20120909,WR,2012090910,SEA,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,50.0,7.0,748.0,0.0,6.0,0.0,0.0,81.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025431,2013,S.Rice,20130908,WR,2013090801,SEA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,231.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025432,2009,D.Jarrett,20090920,WR,2009092000,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1.0,196.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025432,2010,D.Jarrett,20100912,WR,2010091206,CAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,40.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025438,2009,S.Smith,20090913,WR,2009091310,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,7.0,1220.0,0.0,0.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025438,2010,S.Smith,20100912,WR,2010091206,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,3.0,529.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025438,2011,S.Smith,20110918,WR,2011091814,PHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,124.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025438,2012,S.Smith,20120909,WR,2012090905,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,131.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2009,B.Leonard,20090913,WR,2009091303,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.0,0.0,219.0,0.0,84.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2010,B.Leonard,20100926,RB,2010092601,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,1.0,137.0,0.0,61.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2011,B.Leonard,20110911,RB,2011091101,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,0.0,210.0,0.0,85.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2012,B.Leonard,20120910,RB,2012091000,CIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,11.0,0.0,67.0,0.0,106.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2013,B.Leonard,20130908,WR,2013090807,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,29.0,0.0,179.0,0.0,182.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025439,2014,B.Leonard,20141116,WR,2014111605,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025447,2010,S.Satele,20101031,RB,2010103110,OAK,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025447,2013,S.Satele,20131124,RB,2013112408,IND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025450,2009,B.Jackson,20091018,RB,2009101801,GB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,21.0,1.0,189.0,2.0,111.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025450,2010,B.Jackson,20100912,RB,2010091210,GB,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,43.0,1.0,342.0,3.0,703.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025450,2012,B.Jackson,20120909,WR,2012090907,CLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,20.0,0.0,54.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025458,2010,L.Booker,20101213,WR,2010121301,MIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,32.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025458,2011,L.Booker,20110918,RB,2011091806,MIN,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,8.0,0.0,82.0,0.0,52.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2009,J.Jones,20090913,RB,2009091305,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,7.0,437.0,0.0,22.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2010,J.Jones,20100912,WR,2010091203,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,3.0,564.0,0.0,7.0,0.0,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2011,J.Jones,20110911,WR,2011091102,HOU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,2.0,512.0,0.0,17.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2012,J.Jones,20120910,WR,2012091000,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,406.0,0.0,6.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2013,J.Jones,20130905,WR,2013090500,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,2.0,449.0,0.0,0.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025460,2014,J.Jones,20140907,WR,2014090701,BAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,131.0,0.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025461,2009,Y.Figurs,20090913,WR,2009091307,DET,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,-2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025461,2010,Y.Figurs,20100912,WR,2010091205,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,17.0,0.0,-4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025462,2009,L.Robinson,20090913,WR,2009091311,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,167.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025462,2010,L.Robinson,20100912,WR,2010091208,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,2.0,353.0,0.0,-14.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025462,2011,L.Robinson,20110926,WR,2011092600,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,12.0,858.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025462,2012,L.Robinson,20120909,WR,2012090901,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,252.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025463,2009,J.Hill,20091011,RB,2009101108,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,90.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025463,2010,J.Hill,20101128,WR,2010112800,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,248.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025463,2011,J.Hill,20110911,WR,2011091103,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,374.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025463,2012,J.Hill,20121008,WR,2012100800,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2009,M.Spaeth,20090920,WR,2009092011,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,25.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2010,M.Spaeth,20101017,RB,2010101703,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,80.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2011,M.Spaeth,20110911,WR,2011091105,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,50.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2012,M.Spaeth,20120913,WR,2012091300,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,28.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2013,M.Spaeth,20131215,RB,2013121513,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2014,M.Spaeth,20141102,WR,2014110210,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,48.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025464,2015,M.Spaeth,20151012,RB,2015101200,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2009,J.Jones,20090913,RB,2009091312,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,5.0,440.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2010,J.Jones,20100912,WR,2010091210,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,6.0,679.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2011,J.Jones,20110908,WR,2011090800,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,635.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2012,Ja.Jones,20120909,WR,2012090909,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,14.0,784.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2013,J.Jones,20130908,RB,2013090811,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,3.0,817.0,0.0,0.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2014,J.Jones,20140907,WR,2014090706,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,7.0,666.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025465,2015,J.Jones,20150913,WR,2015091300,GB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.0,878.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025466,2009,M.Sims-Walker,20090913,RB,2009091306,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,7.0,869.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025466,2010,M.Sims-Walker,20100912,RB,2010091204,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,7.0,567.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025466,2011,M.Sims-Walker,20110911,WR,2011091107,STL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,150.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025479,2009,T.Edwards,20090914,QB,2009091400,BUF,181.0,110.0,0.0,47.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,106.0,22.0,7.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025479,2010,T.Edwards,20100912,QB,2010091201,BUF,100.0,55.0,0.0,33.0,5.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,58.0,11.0,2.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025479,2012,T.Edwards,20121230,RB,2012123006,PHI,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025480,2009,G.Wolfe,20090913,RB,2009091312,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,12.0,1.0,120.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025480,2010,G.Wolfe,20101220,RB,2010122000,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025486,2009,J.Higgins,20090914,RB,2009091401,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.0,0.0,263.0,0.0,21.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025486,2010,J.Higgins,20100912,WR,2010091205,OAK,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,103.0,0.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025487,2009,M.Bush,20090914,RB,2009091401,OAK,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,123.0,17.0,0.0,105.0,3.0,589.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025487,2010,M.Bush,20100926,RB,2010092612,OAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,18.0,0.0,194.0,8.0,655.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025487,2011,M.Bush,20110912,RB,2011091201,OAK,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,256.0,37.0,1.0,418.0,7.0,977.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025487,2012,M.Bush,20120909,RB,2012090900,CHI,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,114.0,9.0,0.0,83.0,5.0,411.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025487,2013,M.Bush,20130908,RB,2013090802,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,4.0,1.0,48.0,3.0,197.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025488,2011,A.Podlesh,20111120,RB,2011112010,CHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025488,2012,A.Podlesh,20121125,RB,2012112505,CHI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025490,2009,I.Stanback,20091115,WR,2009111512,NE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025490,2012,I.Stanback,20121223,WR,2012122304,JAC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025499,2011,D.Sepulveda,20111009,RB,2011100900,PIT,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025513,2012,D.Goldson,20121216,RB,2012121613,SF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00-0025513,2013,D.Goldson,20130929,RB,2013092907,TB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
